,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
204,SERIE,7.4,Darkness: La huella del crimen,1 Temporada,https://static.filmin.es/images/media/27719/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/darkness-la-huella-del-crimen,Comedia,Dinamarca,"Estreno exclusivo, Series Thriller, Thriller Psicológico, Thriller Nórdico, Crimen y Delincuencia, Secuestro, Asesino en serie, Detectives, Violencia, Series nórdicas, Noviembre Nórdico",2019.0, 1 Temporada ,"La desaparición de una adolescente sirve de motor de arranque de este oscuro thriller criminal que nos sumerge en los recovecos más oscuros y extremos de la mente humana. Una serie intensa que le habla a tu mente y golpea tu corazón.
El detective Jan Michelsen está investigando la desaparición de Julie, una joven de 17 años cuyo rastro se perdió de noche en Greve, un suburbio de Copenhague.  Tras medio año de trabajo, Jan es el único que cree que la chica sigue viva. Haber encontrado un caso sin resolver similar, en el que una adolescente llamada Natasha desapareció de camino a casa tras una fiesta, le lleva a pensar que hay un asesino en serie detrás de los dos sucesos. Junto a la criminóloga Louise Bergstein se adentrará en una investigación repleta de contradicciones y detalles escabrosos.","Español
Danés","Español
Catalán"
205,SERIE,8.7,Jonny Quest,Serie completa,https://static.filmin.es/images/media/42516/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/jonny-quest,"ThrillerAnimación, Aventuras, Clásicos",España,"Clásicos, Filmin KIDS, Juvenil KIDS, Serie de animación, Detectives, Detectives KIDS, Lo que tú veías",1964.0, Serie completa ,"La serie animada de aventuras Jonny Quest muestra a un chico muy audaz que siempre acompaña a su padre, el Dr. Benton Quest, un famoso detective a lo largo de distintas aventuras en muchos lugares del mundo. Les siguen el piloto Race Bannon y Hadji, un muchacho hindú.",Español,
206,SERIE,7.7,Speed Racer,Serie completa,https://static.filmin.es/images/media/42515/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/speed-racer,"Animación, Aventuras",Japón,"Clásicos, Anime, Serie de animación, Cine Asiático, Cine Clásico Asiático, Coches, Carreras, Lo que tú veías, Filmin KIDS, Juvenil KIDS",1967.0, Serie completa ,"La fiebre por las series japonesas en España empezó con ""Speed Racer"", más conocida como ""Meteoro"". Un influyente anime japonés que más tarde tuvo su remake de la mano de las hermanas Wachowski (""Matrix"").

Sigue la historia de un joven conductor llamado Meteoro (Go Mifune en la versión original) que conduce el espectacular Mach 5, construido por su padre, y el mayor coche de carreras de la historia. ",Español,
207,SERIE,7.7,Kiwi & Strit,1 Temporada,https://static.filmin.es/images/media/38144/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/kiwi-strit,"Infantil, Animación",Dinamarca,"Filmin KIDS, Preescolar KIDS, Risas KIDS, Amistad, Animación Europea, Animación Infantil Europea, Parques y Bosques",2017.0, 3 Temporadas ,"Kiwi y Strit viven en el claro del bosque, al pie de la gran colina. La casa de Kiwi es bonita y ordenada; la casa de Strit se ha derrumbado a un lado. A Kiwi le encanta hacer las cosas según lo planeado; a Strit le encanta improvisar. Son muy diferentes, pero hacen cosas juntos porque son mejores amigos y juntos se divierten más.",Ninguno,
208,SERIE,7.6,"Crecer, cocinar, comer",Serie completa,https://static.filmin.es/images/media/36827/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/crecer-cocinar-comer,Documental,Irlanda,"Serie Documental, Documental sobre Gastronomía, Cocina y Gastronomía, Documental sobre Medio Ambiente, Medio Ambiente",2020.0, Serie completa ,"Una nueva serie sobre cómo puedes cultivar tu propia comida: puedes cultivar verduras y frutas en un jardín muy pequeño, o incluso en contenedores en el balcón de un apartamento, no necesitas medio acre o un túnel de polietileno para hacerlo. Cada episodio se enfoca en un vegetal en particular y nos lleva a través de todo el proceso, desde la siembra hasta la cosecha y la cocción.",Inglés,Español
209,SERIE,6.8,Casas de Lujo,1 Temporada,https://static.filmin.es/images/media/36826/2/card_0_3_550x310.png,https://www.filmin.es/serie/casas-de-lujo,Documental,Irlanda,"Serie Documental, Urbanismo, Arquitectura, Nueva York",2018.0, 1 Temporada ,"El arquitecto de televisión más popular de Irlanda, Dermot Bannon, visita algunas casas sorprendentes e inusuales en dos ciudades estadounidenses muy diferentes: Nueva York y Los Ángeles.",Inglés,Español
210,SERIE,6.3,Fledglings,Disponible hasta el 18 de septiembre,https://static.filmin.es/images/media/42026/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/fledglings,"DocumentalInfantil, Animación",Reino Unido,"Filmin KIDS, Infantil KIDS, Serie de animación, Series Infantiles, Animación Europea, Animación Infantil Europea, Animales KIDS, África KIDS, África",2020.0, Serie completa ,Una serie muy animada sobre las divertidas aventuras y el caos que vive una familia de pájaros que no vuelan y viven en la emocionante sabana africana.,Original,
211,SERIE,6.9,Pac-Man y las aventuras fantasmales,Disponible hasta el 27 de septiembre,https://static.filmin.es/images/media/42266/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/pac-man-y-las-aventuras-fantasmales,"Animación, Infantil, Aventuras",Estados Unidos,"Filmin KIDS, Infantil KIDS, Aventuras KIDS, Videojuego, Fantasmas, Series Infantiles, Serie de animación",2013.0, 2 Temporadas ,"PAC-MAN y las Aventuras Fantasmales, narra las aventuras de Pac y sus amigos salvando a Pac Mundo de un ejército de fantasmas comandados desde el inframundo por el malvado Lord Betrayus. Cada aventura sigue Pac y sus amigos en su intento de devolver a los fantasmas al inframundo. El hermano Betrayus es el presidente Spheros, que no quiere que su hermano y sus esbirros espectrales regresen desde el inframundo causando estragos y destrucción a su paso. Finalmente, el Presidente Spheros encuentra a Pac y sus amigos y les narra sobre una leyenda que profecita sobre un ciudadano redondo y amarillo que rescata al planeta del ataque de los fantasmas del inframundo. Resulta que Pac, es el único ciudadano amarillo redondo que queda, y por ello, ¡es el elegido para la misión! Ahora junto con sus amigos Cylindra y Spiral, Pac no solo afronta los problemas de ser un adolescente y si no que al mismo tiempo ha de de ser el héroe que debe proteger Pac Mundo del malvado Betrayus y su ejército de monstruos y fantasmas.",Español,
212,SERIE,7.4,El arte de los museos,Serie completa,https://static.filmin.es/images/media/29879/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-arte-de-los-museos,Documental,Alemania,"1 Shangai TV Festival, Estreno exclusivo, Serie Documental, Artes Plásticas, Galerías de arte, Museos, Documental sobre Pintores, Filmin Art 2022, Subtítulos en inglés",2019.0, Serie completa ,"Ocho ciudades, ocho museos y sus grandes obras maestras. Una estupenda serie documental de 8 episodios en la que Vivienne Westwood, Marina Abramovic y Karl Ove Knausgaard, entre otros, visitan algunos de los museos más notables de Europa.

Difuminando los límites entre el entretenimiento y la alta cultura, esta serie lleva al espectador a una excelente selección de los museos más famosos del mundo, desde el Musée d‘Orsay de París al Museo del Prado de Madrid. Artistas de todas las disciplinas, como Vivienne Westwood, Marina Abramovic, Karl Ove Knausgaard, Joyce DiDonato o Sasha Waltz presentan sus icónicas obras maestras con un toque muy personal, contextualizado por el historiador del arte y popular profesor de cultura británico Matt Lodder.",Varios,"Inglés
Español"
213,SERIE,7.5,Perry Mason,Serie completa,https://static.filmin.es/images/media/41587/6/card_0_3_550x310.jpg,https://www.filmin.es/serie/perry-mason,"DocumentalClásicos, Drama",Estados Unidos,"3 Premios Emmy, Suspense, Abogados, Juicios, Asesinato, Asesinos, Falso Culpable, Detectives, Crimen y Delincuencia, Clásicos",1989.0, Serie completa ,"Remake de la mítica serie judicial de los años '50. Sigue los pasos de un abogado que debe ayudar a sus clientes acusados de un crimen que no han cometido. Dividida en 26 capítulos que funcionan como largometrajes independientes entre sí.

Perry Mason es un abogado experto en complejos casos de asesinato. Casi todos los capítulos siguen el mismo formato: el cliente de Perry Mason es acusado de homicidio. Mason analiza los más pequeños detalles para hallar al verdadero culpable y probar la inocencia de su cliente.","Español
Inglés",Español
214,SERIE,7.1,Jungle Beat,2 Temporadas,https://static.filmin.es/images/media/35307/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/jungle-beat,"Animación, Comedia, Infantil",Sudáfrica,"Filmin KIDS, Preescolar KIDS, Animales KIDS, En la jungla",2003.0, 2 Temporadas ,"¡Bienvenidos a la Jungla! Aquí viven todo tipo de animales, cada uno con sus peculiaridades. Algunos son más tranquilos, otros más inquietos, pero todos tienen en común que viven en paz y armonía. Una serie sin diálogos, perfecta para los más pequeños llena de escenas cómicas para partirse de risa.",Ninguno,
215,SERIE,8.7,Històries del cinema,Serie completa,https://static.filmin.es/images/media/31850/1/card_0_3_550x310.png,https://www.filmin.es/serie/histories-del-cinema,Documental,España,"Serie Documental, Documental sobre Cine, Grandes Clásicos de la Historia del Cine, Series Españolas",2017.0, Serie completa ,"El director de cine Lluís Aller (""Transeúntes"") es el alma de este programa de cine en el que nos propone una selección personal de películas y explica por qué se tienen que considerar clásicos en la historia del cine: de ""Luces en la ciudad"" a ""Carretera perdida"", pasando por ""Cléo, de 5 a 7"" o ""La Aventura"". Y que Dios bendiga a John Ford.",Español,
216,SERIE,6.1,Nós,Serie completa,https://static.filmin.es/images/media/42680/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/nos,Documental,Portugal,"LGTBI+, Trans, Crossdressing, Relaciones Familiares, Discriminación Sexual, Salud Mental",2019.0, Serie completa ,"Una delicada serie que observa, a partir de la rutina de una familia, temas necesarios y transversales como las relaciones humanas, la sexualidad y la transfobia.

Romeu (Fernando Eiras) es un psicoterapeuta que trata a pacientes en proceso de transición de género. Casado desde hace diez años con la abogada Lúcia (Fabia Mirassos), una mujer trans y padre de Paulo (Danilo Maia), le oculta a su esposa la costumbre de vestirse con ropa considerada femenina, usar joyas y maquillaje. En las escenas iniciales, la serie suma otro personaje: Manu (Maria Léo Araruna), una joven trans, adoptada informalmente por Lúcia tras sufrir un violento ataque transfóbico.",Portugués,Español
217,SERIE,8.3,Stieg Larsson: El hombre que jugó con fuego,Serie completa,https://static.filmin.es/images/media/29420/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/stieg-larsson-el-hombre-que-jugo-con-fuego,"DramaDocumental, Biopic",Suecia,"1 Festival de Sundance, Otros 2 premios o nominaciones, AFF 2020, AFF 2020 - Política y controversia, Documental sobre Literatura, Biopic Literatura, Cine Nórdico, Cine Político, Cine de Denuncia, Neo-noir, Neo Fascismo, Nazismo, Conspiración, Conspiración Política, Vigilancia de estado, Espionaje, Mezcla Documental / Ficción, Noviembre Nórdico, Docuthriller",2019.0, Serie completa ,"Estreno en España.

Que la vida del autor de ""Millennium"" fue tan interesante como su ficción queda claro tras ver esta trepidante serie documental sobre Stieg Larsson y su lucha contra la extrema derecha y los neonazis. De hecho, cuando el escritor murió, se encontraba investigando el asesinato de Olof Palme, el primer ministro sueco, ocurrido el 28 de febrero de 1986.  Siguiendo los códigos del thriller político, ""El hombre que jugó con fuego"" recoge las piezas del rompecabezas que trataba de resolver Larsson para seguir el rastro de intriga, espionaje y conspiración política iniciado por uno de los escritores de suspense más famosos e icónicos de la literatura contemporánea.",Sueco,Español
218,SERIE,8.1,WindowSight: Videoarte Paisajes Relajantes,Serie completa,https://static.filmin.es/images/media/46945/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/windowsight-videoarte-paisajes-relajantes,Documental,España,"WindowSight, Fotografía, 4K",2023.0, Serie completa ,"Convierte tu televisor en un lienzo dinámico, y observa cómo se transforma la atmósfera de tu hogar con las cautivadoras escenas de videoarte capturadas por el videoartista francés Franck Lefebvre.

Persiguiendo su pasión por la naturaleza, Franck Lefebvre combina las técnicas de las bellas artes y la fotografía de paisajes capturando video en 4K de larga duración para crear obras de videoarte únicas. Puestas de sol de ensueño en la playa, impresionantes cascadas en medio de una exuberante vegetación, o incluso acogedoras casas multicolores en un pequeño pueblo. Cada obra sigue una línea artística precisa y transmite un estado de ánimo diferente con el poder del color.

Filmin y WindowSight presentan una nueva forma de convertir tu pantalla en un objeto de relajación visual. ¡Descubre este uso innovador de su televisor!",Original (Original),
219,SERIE,9.9,WindowSight: Fotoreporteros galardonados,Serie completa,https://static.filmin.es/images/media/46732/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/windowsight-fotoreporteros-galardonados,Documental,España,"4K, Fotografía, Periodismo, WindowSight",2023.0, Serie completa ,"Convierte tu televisor en un lienzo dinámico y contempla las fotografías que exponen diferentes realidades captadas por reconocidos fotoreporteros.

Descubre las ingeniosas soluciones para la futura demanda de la comida humana “Feed the Planet” de George Steinmetz, admira la vida de los tigres en cautividad con “The Tigers Next Door” de Steve Winter. Aprende sobre la reveladora historia “Stories From North India” capturada por John Stanmeyer, embárcate al “Journey Through the Sahara” con Jody MacDonald y echa un vistazo al ”Industrial Heritage” de Catalunya con Teresa Llordés.

Filmin y WindowSight presentan una forma innovadora de utilizar la TV; añadiendo un ambiente único en tu casa con una galería cambiante. Mientras estás disfrutando del tiempo libre o conversando con tus amigos.",Original (Original),
